#,Author,Total Poems,Live,Verse Daily,Poetry Daily,RALP,Slowdown
4799,Bianca Tarozzi,1,,1,,,
4800,Bronwen Tate,2,,,,,2
4801,James Tate,2,,,2,,
4802,Salette Tavares,1,,,1,,
4803,Adam Tavel,8,,8,,,
4804,Ken Taylor,1,,1,,,
4805,Sam Taylor,1,,1,,,
4806,Shelly Taylor,2,,2,,,
4807,Tara Flint Taylor,1,,1,,,
4808,Tess Taylor,2,,,,,2
4809,Fargo Nissim Tbakhi,2,,,2,,
4810,Alexandra Teague,3,,3,,,
4811,Brian Teare,1,,,1,,
4812,Sara Teasdale,21,18,,,2,1
4813,Craig Morgan Teicher,5,,4,,,1
4814,Michael Teig,5,,5,,,
4815,Ryan Teitman,2,,1,,,1
4816,Roberto Tejada,1,,,1,,
4817,Susan Tekulve,1,,1,,,
4818,Alice Templeton,1,,1,,,
4819,Molly Tenenbaum,4,,4,,,
4820,Alfred Lord Tennyson,10,10,,,,
4821,Sophia Terazawa,1,,,,,1
4822,Christian Teresi,1,,1,,,
4823,Richard Terrill,1,,1,,,
4824,Susan Terris,2,,2,,,
4825,Maria Terrone,1,,1,,,
4826,Daniel Nathan Terry,1,,1,,,
4827,A.S.J. Tessimond,1,,,,1,
4828,Mark Thalman,1,,1,,,
4829,Terry Ann Thaxton,1,,1,,,
4830,Casey Thayer,2,,2,,,
4831,Susana Thénon,1,,,1,,
4832,Jeri Theriault,1,,1,,,
4833,Diane Thiel,2,,2,,,
4834,Cameron Thomas,1,,1,,,
4835,Gail Thomas,2,,2,,,
4836,Gray Thomas,1,,1,,,
4837,John Thomas,1,,1,,,
4838,Larry D. Thomas,1,,1,,,
4839,Randolph Thomas,2,,2,,,
4840,Robert Thomas,3,,2,1,,
4841,Sally Thomas,1,,1,,,
4842,Thomas A. Thomas,1,,1,,,
4843,Gale Marie Thompson,3,,3,,,
4844,Jessica D. Thompson,1,,1,,,
4845,Lynne Thompson,3,,,,,3
4846,Priscilla Jane Thompson,1,,,,,1
4847,Ruth Thompson,2,,2,,,
4848,Sue Ellen Thompson,1,,1,,,
4849,Jeffrey Thomson,1,,,,,1
4850,Melanie Rae Thon,1,,1,,,
4851,Matthew Thorburn,5,,5,,,
4852,David Thoreen,1,,1,,,
4853,Padma Thornlyre,1,,1,,,
4854,Maureen Thorson,3,,2,,,1
4855,Ginny Threefoot,1,,,1,,
4856,Anthony Thwaite,1,,1,,,
4857,Emily Tian,1,,1,,,
4858,Tianyi,1,,,1,,
4859,Chidiock Tichborne,1,,,1,,
4860,Linda Tieber,1,,1,,,
4861,Edith Tiempo,1,,,,1,
4862,Brian Tierney,3,,1,1,,1
4863,Matthew Tierney,1,,1,,,
4864,Orchid Tierney,1,,,1,,
4865,Jeff Tigchelaar,1,,1,,,
4866,Madeline Tiger,2,,2,,,
4867,Eva Tihanyi,1,,1,,,
4868,Terence Tiller,1,,1,,,
4869,The New York Times,1,,,,1,
4870,Rolando S. Tinio,4,,,,4,
4871,Allison Titus,3,,2,,1,
4872,Rachelle Toarmino,2,,,1,,1
4873,Chrys Tobey,1,,1,,,
4874,Daniel Tobin,3,,3,,,
4875,Cody Todd,1,,1,,,
4876,by Mosab Abu Toha,1,,,,1,
4877,Mosab Abu Toha,1,,,1,,
4878,Laura Tohe,1,,,,,1
4879,Naima Yael Tokunow,1,,1,,,
4880,James Tolan,2,,2,,,
4881,Ajibola Tolase,1,,,1,,
4882,Makshya Tolbert,1,,,1,,
4883,TC Tolbert,1,,1,,,
4884,J.R.R. Tolkien,2,,,,2,
4885,Kristín Svava Tómasdóttir,1,,,1,,
4886,Natalie Louise Tombasco,2,,2,,,
4887,Sony Ton-Aime,1,,,1,,
4888,Heather Tone,1,,,,,1
4889,Chris Tonelli,1,,1,,,
4890,Nicole Tong,1,,,1,,
4891,Jean Toomer,1,,,,,1
4892,Khal Torabully,1,,,1,,
4893,Vincent Toro,2,,,1,,1
4894,Mónica de la Torre,2,,,2,,
4895,Stephan Torre,1,,,1,,
4896,Angela Narciso Torres,4,,1,1,,2
4897,Michael Torres,2,,,,,2
4898,Sergio Mansilla Torres,1,,,1,,
4899,Emma Törzs,1,,1,,,
4900,Rodrigo Toscano,2,,,,,2
4901,Krisztina Tóth,1,,,1,,
4902,Piero Toto,1,,1,,,
4903,Claudine Toutoungi,2,,1,1,,
4904,Wyatt Townley,1,,,,,1
4905,Ann Townsend,2,,1,,,1
4906,Em Townsend,1,,1,,,
4907,Marie Tozier,1,,,1,,
4908,Sara Tracey,1,,1,,,
4909,Georg Trakl,1,,1,,,
4910,Eric Tran,2,,1,1,,
4911,Paul Tran,3,,,,1,2
4912,Tran Tran,1,,,,1,
4913,Truong Tran,1,,,,,1
4914,Tomas Tranströmer,2,,,1,,1
4915,Jayrold Trasporte,1,,,,,1
4916,Nora Treatbaby,1,,,1,,
4917,Emma Trelles,2,,2,,,
4918,Natasha Trethewey,2,,,,1,1
4919,Jon Tribble,2,,2,,,
4920,Jacqueline Allen Trimble,1,,,1,,
4921,David Trinidad,1,,1,,,
4922,Pimone Triplett,1,,,,,1
4923,Steffan Triplett,1,,,1,,
4924,KC Trommer,1,,1,,,
4925,Rosemerry Wahtola Trommer,5,,,,5,
4926,Quincy Troupe,2,,2,,,
4927,William Trowbridge,5,,5,,,
4928,Fernando Trujillo,2,,1,1,,
4929,Rhett Iseman Trull,2,,2,,,
4930,Chris Tse,1,,,,1,
4931,George Tsongas,1,,,,1,
4932,Marina Tsvetaeva,1,,,,1,
4933,Lena Tsykynovska,1,,,1,,
4934,Pádraig Ó Tuama,6,,,1,2,3
4935,Seth Brady Tucker,2,,1,,,1
4936,Melissa Tuckey,1,,1,,,
4937,Matthew Tuckner,2,,,2,,
4938,by Lena Khalaf Tuffaha,1,,,,1,
4939,Lena Khalaf Tuffaha,3,,,3,,
4940,Millie Tullis,1,,,1,,
4941,Bunkong Tuon,4,,3,1,,
4942,Nur Turkmani,3,,,,3,
4943,Lindsay Turner,2,,,2,,
4944,Robin Turner,1,,1,,,
4945,Alice Turski,1,,1,,,
4946,Emily Tuszynska,3,,2,1,,
4947,Mark Twain,1,,,,1,
4948,Chase Twichell,1,,1,,,
4949,Michael Tyrell,1,,1,,,
4950,Helen Tzagoloff,2,,2,,,
4951,Tristan Tzara,2,,1,1,,
4952,Sun Tzu-ping,2,,,2,,
4953,Pauline Uchmanowicz,1,,1,,,
4954,Jay Udall,2,,1,,,1
4955,Leslie Ullman,1,,1,,,
4956,Leah Umansky,6,,5,,,1
4957,Ko Un,1,,,,,1
4958,Chimwemwe Undi,1,,,1,,
4959,Barbara Ungar,1,,1,,,
4960,Lee Upton,9,,8,,,1
4961,Kirmen Uribe,1,,,1,,
4962,Sara Uribe,2,,,,2,
4963,Liliana Ursu,1,,,1,,
4964,Tom Useted,1,,1,,,
4965,Rimas Uzgiris,1,,,1,,
4966,José Vadi,1,,1,,,
4967,Norma Liliana Valdez,1,,1,,,
4968,Jean Valentine,5,,2,1,1,1
4969,Ruth Valentine,1,,1,,,
4970,Paul Valéry,1,,,1,,
4971,César Vallejo,3,,,1,1,1
4972,Jesús I. Valles,2,,,,,2
4973,Valmiki,1,,,1,,
4974,Fernando Valverde,1,,1,,,
4975,Kelsi Vanada,1,,,1,,
4976,David Ray Vance,2,,2,,,
4977,Han VanderHart,2,,1,1,,
4978,Hannah VanderHart,2,,1,1,,
4979,Robert VanderMolen,1,,,1,,
4980,Mai Der Vang,3,,,2,,1
4981,Preeti Vangani,1,,,,,1
4982,Sarah Vap,3,,3,,,
4983,Blanca Varela,1,,,1,,
4984,Mariana Berenice Bredow Vargas,1,,,1,,
4985,Richard Vargas,1,,1,,,
4986,Tom Vaughan,1,,,,1,
4987,Angela C. Trudell Vazquez,1,,,,,1
4988,Cindy Veach,3,,3,,,
4989,Dan Veach,1,,1,,,
4990,Martín Veiga,1,,,1,,
4991,Javier Velaza,1,,,,,1
4992,Tomas Venclova,1,,,1,,
4993,Jan Verberkmoes,1,,,1,,
4994,Paul Verlaine,1,,,,,1
4995,Jeanann Verlee,1,,1,,,
4996,Martin Vest,2,,2,,,
4997,Justin Vicari,1,,1,,,
4998,Divya Victor,1,,,,,1
4999,Cecilia Vicuña,1,,,1,,
5000,Wendy Videlock,3,,3,,,
5001,Vievee,1,,,,,1
5002,José García Villa,2,,,,2,
5003,R.A. Villanueva,5,,1,,,4
5004,Laura Villareal,1,,,,,1
5005,Stalina Emmanuelle Villarreal,1,,,1,,
5006,Vanessa Angélica Villarreal,1,,,,,1
5007,David Joez Villaverde,1,,,1,,
5008,Ryan Vine,3,,2,1,,
5009,Adam Vines,3,,3,,,
5010,Julia Vinograd,1,,1,,,
5011,Cady Vishniac,1,,1,,,
5012,Ida Vitale,1,,,1,,
5013,Giovanna Cristina Vivinetto,1,,,1,,
5014,Emily Vizzo,1,,1,,,
5015,Morgan Võ,1,,,1,,
5016,Angela Vogel,4,,4,,,
5017,Danielle Vogel,1,,,1,,
5018,Molly Vogel,1,,,1,,
5019,Arthur Vogelsang,2,,1,,1,
5020,Ellen Bryant Voigt,5,,,3,2,
5021,Connie Voisine,1,,,,,1
5022,Karen Volkman,1,,1,,,
5023,Kim Van Voorhees,1,,,,1,
5024,Donna Vorreyer,1,,,1,,
5025,Hannah Voteur,1,,,,1,
5026,Ocean Vuong,7,,3,1,1,2
5027,Phuong T. Vuong,5,,2,,,3
5028,Alexander Vvedensky,1,,,1,,
5029,Avni Vyas,1,,1,,,
5030,Rushi Vyas,1,,,1,,
5031,Abdourahman A. Waberi,2,,,2,,
5032,Margaret Wack,1,,1,,,
5033,Bernardo Wade,1,,,1,,
5034,Julie Marie Wade,1,,1,,,
5035,Sidney Wade,6,,5,,,1
5036,Rashna Wadia,1,,1,,,
5037,Asiya Wadud,5,,,2,,3
5038,Mark Wagenaar,4,,4,,,
5039,Miles Waggener,1,,1,,,
5040,Jan Wagner,1,,1,,,
5041,Jeanne Wagner,3,,3,,,
5042,Sara Moore Wagner,3,,2,,,1
5043,David Wagoner,9,,8,,,1
5044,Claire Wahmanholm,6,,4,1,,1
5045,Stacey Waite,2,,1,1,,
5046,Richard Wakefield,2,,2,,,
5047,Derek Walcott,8,,,1,5,2
5048,Anne Waldman,4,,2,,,2
5049,Liz Waldner,1,,1,,,
5050,Peter Waldor,1,,1,,,
5051,G. C. Waldrep,5,,1,3,,1
5052,Rosmarie Waldrop,1,,,1,,
5053,Alice Walker,1,,,,1,
5054,Cody Walker,1,,1,,,
5055,Elinor Ann Walker,1,,1,,,
5056,Frank X Walker,2,,2,,,
5057,Laura Walker,1,,,1,,
5058,Marg Walker,1,,1,,,
5059,Margaret Walker,3,,,,,3
5060,Nicole Walker,1,,1,,,
5061,Devon Walker-Figueroa,2,,,1,,1
5062,William Wall,1,,1,,,
5063,Helen Pruitt Wallace,1,,,,,1
5064,Jennifer Wallace,1,,1,,,
5065,Joni Wallace,4,,4,,,
5066,Ronald Wallace,4,,4,,,
5067,Barry Wallenstein,1,,1,,,
5068,Nikki Wallschlaeger,5,,3,1,,1
5069,Kieron Walquist,1,,,,,1
5070,Robert Walser,1,,,1,,
5071,Jessica L. Walsh,2,,2,,,
5072,Michael Joseph Walsh,2,,1,1,,
5073,William D. Waltz,2,,2,,,
5074,Connie Wanek,2,,1,1,,
5075,Ashley Wang,1,,1,,,
5076,Jackie Wang,1,,,1,,
5077,Le Wang,1,,1,,,
5078,Michelle Wang,1,,1,,,
5079,Sanna Wani,4,,,1,1,2
5080,Fritz Ward,1,,1,,,
5081,Junious Ward,1,,,1,,
5082,Mark Ward,1,,1,,,
5083,Daneen Wardrop,1,,1,,,
5084,Noah Wareness,1,,1,,,
5085,Ahren Warner,1,,1,,,
5086,Anthony Warnke,1,,1,,,
5087,Deborah Warren,1,,,1,,
5088,H Warren,1,,1,,,
5089,Noah Warren,1,,,1,,
5090,Rosanna Warren,4,,,4,,
5091,Lewis Warsh,1,,,1,,
5092,Michael Wasson,1,,,1,,
5093,Lauren K. Watel,2,,,,,2
5094,Michael Waters,3,,3,,,
5095,A. E. Watkins,3,,3,,,
5096,Ellen Doré Watson,3,,2,,1,
5097,Laura Paul Watson,2,,2,,,
5098,Madeleine Wattenberg,1,,,1,,
5099,Jane O. Wayne,2,,2,,,
5100,Afaa M. Weaver,5,,2,1,,2
5101,Julene Tripp Weaver,1,,1,,,
5102,Charles Harper Webb,3,,3,,,
5103,Paige Webb,1,,1,,,
5104,Shannon Webb-Campbell,1,,,1,,
5105,H.R. Webster,1,,1,,,
5106,Kerri Webster,1,,1,,,
5107,Natalie Wee,1,,,,1,
5108,Rebecca Wee,2,,,,,2
5109,Gillian Wegener,1,,1,,,
5110,Richard Wehrman,1,,,,1,
5111,Cat Wei,3,,1,1,,1
5112,Wang Wei,1,,,1,,
5113,Yi Wei,1,,,,1,
5114,Yun Wei,1,,,1,,
5115,Bruce Weigl,1,,1,,,
5116,Joe Weil,1,,1,,,
5117,Simone Weil,1,,,1,,
5118,Arlene Weiner,1,,1,,,
5119,Jonathan Weinert,2,,1,1,,
5120,Arne Weingart,1,,1,,,
5121,Eric Weinstein,1,,1,,,
5122,Jillian Weise,1,,1,,,
5123,Sarah Brown Weitzman,2,,1,1,,
5124,David Welch,2,,2,,,
5125,James Welch,1,,,,1,
5126,Tana Jean Welch,2,,1,1,,
5127,Timothy Daniel Welch,1,,1,,,
5128,Laura Grace Weldon,2,,2,,,
5129,Marjorie Welish,1,,,1,,
5130,Brandi Wells,1,,1,,,
5131,Jonathan Wells,1,,,1,,
5132,Kory Wells,1,,,,,1
5133,Sarah M. Wells,1,,1,,,
5134,Zachariah Wells,1,,1,,,
5135,Gabriel Welsch,1,,1,,,
5136,Ingrid Wendt,1,,1,,,
5137,William Wenthe,2,,2,,,
5138,Elizabeth Clark Wessel,1,,1,,,
5139,Sasha West,2,,1,,,1
5140,Simon West,1,,,,,1
5141,Carol Westberg,1,,1,,,
5142,Laura Wetherington,2,,2,,,
5143,Sarah Wetzel,1,,,,,1
5144,Jennifer Whalen,1,,1,,,
5145,John Whalen,2,,2,,,
5146,Phillis Wheatley,11,11,,,,
5147,Betsy Wheeler,3,,3,,,
5148,Lesley Wheeler,7,,6,1,,
5149,Susan Wheeler,1,,1,,,
5150,W. Vandoren Wheeler,1,,1,,,
5151,Shelley Whitaker,1,,1,,,
5152,Caroline Noble Whitbeck,1,,1,,,
5153,Katharine Whitcomb,3,,3,,,
5154,Alice White,3,,,,2,1
5155,Allison Benis White,1,,1,,,
5156,Artress Bethany White,1,,,,,1
5157,E. B. White,1,,,,1,
5158,Gail White,2,,2,,,
5159,J.P. White,1,,1,,,
5160,Michael White,1,,1,,,
5161,Mike White,3,,3,,,
5162,Nancy White,3,,3,,,
5163,Orlando White,1,,,,,1
5164,Philip White,1,,1,,,
5165,Renia White,1,,,,,1
5166,Ross White,1,,1,,,
5167,Sarah White,1,,1,,,
5168,Simone Muench & Jackie K. White,1,,1,,,
5169,Gary J. Whitehead,3,,2,,,1
5170,Lauren Whitehead,1,,,,,1
5171,Robert Whitehead,1,,1,,,
5172,Jim Whiteside,1,,,1,,
5173,Walt Whitman,22,15,,1,3,3
5174,Diana Whitney,1,,,,,1
5175,Jeff Whitney,1,,1,,,
5176,Philip Schaefer & Jeff Whitney,1,,1,,,
5177,Michelle Whittaker,2,,,,,2
5178,Amie Whittemore,6,,5,1,,
5179,David Whyte,2,,,,2,
5180,Marcus Wicker,6,,1,1,,4
5181,Joan Wickersham,1,,1,,,
5182,Susan Wicks,1,,,1,,
5183,Richard Widerkehr,1,,1,,,
5184,Adam Wiedewitsch,1,,,,,1
5185,Debra Wierenga,1,,1,,,
5186,Anne Pierson Wiese,1,,1,,,
5187,Menno Wigman,1,,,1,,
5188,Lakdhas Wikkramasinha,1,,,1,,
5189,A.E. Wilberton,1,,1,,,
5190,Richard Wilbur,1,,,,1,
5191,Oscar Wilde,9,9,,,,
5192,Cheryl Wilder,1,,1,,,
5193,Joe Wilkins,3,,2,1,,
5194,Jon Wilkins,1,,1,,,
5195,Caki Wilkinson,3,,2,1,,
5196,Crystal Wilkinson,3,,,1,,2
5197,Joshua Marie Wilkinson,1,,1,,,
5198,Judith Wilkinson,1,,1,,,
5199,Sunni Brown Wilkinson,2,,1,1,,
5200,Bruce Willard,2,,1,,,1
5201,Nancy Willard,1,,,,1,
5202,Adele Elise Williams,3,,,1,,2
5203,C. McAllister Williams,2,,2,,,
5204,Candace Williams,1,,,,,1
5205,Chrissy Williams,1,,1,,,
5206,C.K. Williams,3,,,,1,2
5207,Crystal Williams,1,,,,,1
5208,Derek JG Williams,1,,1,,,
5209,Genevieve Williams,1,,1,,,
5210,John Sibley Williams,6,,6,,,
5211,L. Ash Williams,1,,,,,1
5212,Leslie Williams,3,,3,,,
5213,Lisa Williams,2,,2,,,
5214,Najya Williams,1,,,,1,
5215,Phillip B. Williams,4,,,,1,3
5216,Ruth Williams,1,,1,,,
5217,Rynn Williams,1,,1,,,
5218,Tyrone Williams,1,,1,,,
5219,William Carlos Williams,20,13,,,5,2
5220,Corrie Williamson,3,,1,2,,
5221,Greg Williamson,1,,1,,,
5222,Jess Williard,1,,1,,,
5223,Elizabeth Willis,4,,1,1,,2
5224,Mia S. Willis,2,,,,,2
5225,Paul J. Willis,2,,2,,,
5226,Dylan Willoughby,2,,2,,,
5227,Jennifer Willoughby,1,,1,,,
5228,Eleanor Wilner,3,,2,,,1
5229,Eliot Khalil Wilson,1,,1,,,
5230,Emily Wilson,1,,,1,,
5231,Erin Wilson,4,,4,,,
5232,Frank Wilson,1,,1,,,
5233,Keith S. Wilson,1,,,,,1
5234,L. Lamar Wilson,1,,,,,1
5235,Leia Penina Wilson,3,,2,1,,
5236,Lindsay Wilson,2,,2,,,
5237,Melinda Wilson,1,,1,,,
5238,Robley Wilson,1,,1,,,
5239,Ryan Wilson,1,,1,,,
5240,Steve Wilson,1,,1,,,
5241,Christian Wiman,2,,,,,2
5242,Matthew Wimberley,1,,1,,,
5243,Maw Shein Win,1,,,1,,
5244,Terence Winch,5,,4,1,,
5245,Nance Van Winckel,9,,9,,,
5246,Catherine Wing,1,,1,,,
5247,Steven Winn,1,,1,,,
5248,Cori Winrock,4,,2,,,2
5249,Ava Nathaniel Winter,1,,,,,1
5250,Kathleen Winter,3,,3,,,
5251,Max Winter,1,,1,,,
5252,Heather Winterer,1,,1,,,
5253,Suzanne Wise,1,,1,,,
5254,Wendy Wisner,1,,1,,,
5255,Laura Budofsky Wisniewski,2,,2,,,
5256,Terri Witek,2,,1,1,,
5257,Steven Withrow,1,,1,,,
5258,Francine Witte,1,,1,,,
5259,George Witte,1,,1,,,
5260,Valerie Witte,2,,1,1,,
5261,Dom Witten,1,,1,,,
5262,Rodney Wittwer,1,,1,,,
5263,"Ouyang Jianghe, translated from the Chinese by Austin Woerner",1,,,,,1
5264,Emily Wolahan,2,,2,,,
5265,Elizabeth S. Wolf,1,,1,,,
5266,Emma Sky Wolf,1,,1,,,
5267,Michele Wolf,1,,1,,,
5268,Uljana Wolf,3,,2,1,,
5269,Daniel Wolff,1,,1,,,
5270,Sarah Wolfson,1,,1,,,
5271,Richard Wollman,1,,1,,,
5272,Cecilia Woloch,4,,3,,1,
5273,Sholeh Wolpé,1,,1,,,
5274,Terry Wolverton,2,,2,,,
5275,James Womack,1,,,1,,
5276,Yi Won,1,,,1,,
5277,Jane Wong,2,,,2,,
5278,Nicholas Wong,3,,2,1,,
5279,Rita Wong,1,,,1,,
5280,Shelley Wong,4,,2,,,2
5281,Stella Wong,6,,4,1,,1
5282,Joseph P. Wood,3,,3,,,
5283,Karenne Wood,2,,,,,2
5284,Lorna Wood,1,,1,,,
5285,Chelsea Woodard,2,,2,,,
5286,Diana Woodcock,1,,1,,,
5287,Anna Woodford,1,,1,,,
5288,Annie Woodford,1,,,1,,
5289,Anne Love Woodhull,1,,1,,,
5290,Alison Woods,1,,1,,,
5291,Anne Harding Woodworth,1,,1,,,
5292,Amy Woolard,1,,1,,,
5293,William Woolfitt,3,,2,1,,
5294,William Wordsworth,13,12,,,,1
5295,Elisabeth Workman,1,,1,,,
5296,Jeff Worley,1,,1,,,
5297,Baron Wormser,1,,1,,,
5298,Theodore Worozbyt,2,,2,,,
5299,Stefanie Wortman,2,,2,,,
5300,Tobias Wray,2,,1,1,,
5301,Greg Wrenn,2,,2,,,
5302,Amy Wright,1,,1,,,
5303,Carolyne Wright,6,,6,,,
5304,Catriona Wright,1,,,1,,
5305,C.D. Wright,10,,1,3,4,2
5306,Charles Wright,6,,2,1,2,1
5307,Ellen June Wright,1,,1,,,
5308,Erica Wright,2,,2,,,
5309,Franz Wright,5,,,,5,
5310,Howard Wright,1,,1,,,
5311,James Wright,2,,,1,1,
5312,Jay Wright,2,,,2,,
5313,Nell Wright,1,,,1,,
5314,Robert Wrigley,2,,2,,,
5315,Jennie Wrisley,1,,1,,,
5316,Gail Wronsky,1,,1,,,
5317,Mark Wunderlich,4,,1,1,,2
5318,Charles Wyatt,1,,1,,,
5319,Adam Wyeth,2,,2,,,
5320,Elinor Wylie,2,,,,,2
5321,Justin Wymer,1,,1,,,
5322,Emma Wynn,1,,1,,,
5323,Victoria Wyttenberg,1,,1,,,
5324,Zêdan Xelef,1,,,1,,
5325,Hua Xi,2,,,1,,1
5326,Zhang Xian,1,,,1,,
5327,Wang Xiaoni,1,,,,,1
5328,Zheng Xiaoqiong,1,,,1,,
5329,Jenny Xie,2,,,1,,1
5330,Khaty Xiong,2,,1,1,,
5331,Yu Xiuhua,1,,,1,,
5332,Lynn Xu,1,,,1,,
5333,Wendy Xu,8,,3,2,1,2
5334,Yu Xuanji,1,,,1,,
5335,Mark Yakich,3,,3,,,
5336,Anton Yakovlev,1,,,1,,
5337,Ryo Yamaguchi,2,,2,,,
5338,Bret Yamanaka,1,,,1,,
5339,Ma Yan,1,,,1,,
5340,Jeffrey Yang,1,,,1,,
5341,Lao Yang,1,,,1,,
5342,Matvei Yankelevich,1,,,1,,
5343,Yanyi,4,,,1,3,
5344,Yaya Yao,1,,,,,1
5345,Bill Yarrow,1,,1,,,
5346,Seema Yasmin,2,,1,,,1
5347,Ronnie Yates,1,,1,,,
5348,John Yau,2,,1,,,1
5349,Joey Yearous-Algozin,1,,,1,,
5350,William Butler Yeats,18,15,,1,2,
5351,Ariel Yelen,2,,,,,2
5352,Jon Kelly Yenser,1,,1,,,
5353,Yevgency Yevtushenko,1,,,,1,
5354,Yevgeny Yevtushenko,6,,,,6,
5355,David Yezzi,2,,2,,,
5356,Wen Yiduo,1,,,,,1
5357,Wang Yin,1,,,1,,
5358,Nicholas Yingling,2,,1,1,,
5359,Don Jesús Yoilo'i,1,,,1,,
5360,Sin Yong-Mok,1,,,1,,
5361,Jake Adam York,3,,2,,,1
5362,John Thomas York,1,,1,,,
5363,Lu You,1,,,1,,
5364,Ammara Younas,1,,1,,,
5365,Abe Louise Young,1,,1,,,
5366,Ally H. Young,1,,,,,1
5367,Andy Young,1,,1,,,
5368,C. Dale Young,5,,3,1,,1
5369,Dean Young,8,,6,,1,1
5370,Gary Young,5,,3,1,,1
5371,Jessica Young,1,,1,,,
5372,Kevin Young,9,,1,2,2,4
5373,Laurie Saurborn Young,1,,1,,,
5374,Michael T. Young,1,,1,,,
5375,Moon Bo Young,1,,,1,,
5376,Natalie Padilla Young,1,,1,,,
5377,Lee Young-ju,1,,,1,,
5378,Saadi Youssef,1,,,1,,
5379,Han Yu,1,,,1,,
5380,Josephine Yu,1,,1,,,
5381,Li Yu,1,,,1,,
5382,Song Yu,1,,,,,1
5383,Chen Yuhong,1,,,1,,
5384,Oksana Zabushko,1,,,,,1
5385,Laura Zacharin,1,,1,,,
5386,Adam Zagajewski,10,,,1,6,3
5387,Omama Zaier,1,,,1,,
5388,Felicia Zamora,2,,1,,,1
5389,Javier Zamora,3,,1,,,2
5390,Jordan Zandi,1,,1,,,
5391,Isabel Zapata,2,,,2,,
5392,Matthew Zapruder,6,,3,1,,2
5393,Ghassan Zaqtan,1,,1,,,
5394,Andrew Zawacki,1,,1,,,
5395,Andrena Zawinski,1,,1,,,
5396,Rewa Zeinati,2,,1,1,,
5397,Mary Zeppa,1,,1,,,
5398,Aaron Zhang,1,,,,,1
5399,Taylor Zhang,1,,1,,,
5400,Jianqing Zheng,1,,1,,,
5401,Zhang Zhihao,1,,,1,,
5402,Grace H. Zhou,1,,1,,,
5403,Molly Zhu,1,,,,1,
5404,Sophie Zhu,1,,,,1,
5405,Samantha Zighelboim,1,,1,,,
5406,Theodora Ziolkowski,2,,2,,,
5407,Yvonne Zipter,2,,2,,,
5408,Maria Zoccola,2,,,2,,
5409,Verónica Zondek,1,,,1,,
5410,Winniebell Xinyu Zong,1,,1,,,
5411,Serrina Zou,1,,1,,,
5412,Anna Zumbahlen,1,,,,,1
5413,Jason Zuzga,1,,1,,,
5414,Jane Zwart,5,,3,,,2
5415,Martha Zweig,2,,2,,,
5416,Suzanne Zweizig,2,,2,,,
5417,Jan Zwicky,1,,,,1,
5418,Aleksander Zywicki,1,,,1,,
